x,y,stall_size,genre,performance
1,10,L,"Religion, Philosophy & Spirituality",better
-13,10,L,Children & Young Adult,better
-12,15,M,"Arts, Design & Photography",non-better
5,15,L,Others,non-better
-12,5,L,Others,better
-8,10,L,Children & Young Adult,non-better
14,11,S,Science & Technology,non-better
-19,4,S,Science & Technology,non-better
-12,1,S,"Health, Wellness & Lifestyle",better
-11,4,M,Children & Young Adult,better
17,6,S,"Arts, Design & Photography",better
-14,15,S,Others,better
20,13,L,Children & Young Adult,non-better
5,1,L,"Arts, Design & Photography",non-better
-15,8,M,Others,non-better
7,15,L,"Religion, Philosophy & Spirituality",non-better
6,5,L,Educational & Academic,better
20,2,S,Business & Management,better
2,3,S,Others,non-better
2,2,S,Others,non-better
-9,15,L,Others,better
-8,12,S,Business & Management,non-better
10,14,S,Science & Technology,better
-7,7,L,"Health, Wellness & Lifestyle",non-better
-4,3,L,Fiction & Literature,non-better
-12,10,S,Children & Young Adult,better
-9,6,L,Fiction & Literature,better
-11,5,M,Fiction & Literature,non-better
-5,7,M,History & Culture,better
-12,14,S,Educational & Academic,non-better
-16,3,L,Business & Management,better
20,4,M,Educational & Academic,better
-12,3,S,"Health, Wellness & Lifestyle",non-better
12,5,M,Fiction & Literature,better
-3,15,L,"Religion, Philosophy & Spirituality",better
8,6,M,Business & Management,better
-7,3,L,Fiction & Literature,non-better
18,4,M,Others,non-better
-11,0,L,Children & Young Adult,non-better
-19,9,M,"Arts, Design & Photography",better
2,13,S,Business & Management,better
5,6,L,Science & Technology,non-better
5,4,L,"Arts, Design & Photography",better
18,15,M,Others,non-better
9,12,S,Business & Management,non-better
-1,1,M,Science & Technology,better
-2,6,S,Fiction & Literature,better
-20,3,S,Others,better
5,10,S,Business & Management,non-better
19,4,S,"Religion, Philosophy & Spirituality",better
-15,7,S,Others,non-better
15,2,L,Business & Management,non-better
-5,13,S,History & Culture,better
2,1,S,Science & Technology,better
7,2,M,Business & Management,better
-15,14,L,History & Culture,non-better
-8,11,M,"Health, Wellness & Lifestyle",non-better
11,15,S,Educational & Academic,better
20,1,L,Fiction & Literature,non-better
12,5,S,Educational & Academic,better
14,0,M,Others,better
14,7,L,Children & Young Adult,non-better
-20,9,S,Others,better
-18,3,M,Business & Management,non-better
15,7,S,"Arts, Design & Photography",better
2,14,L,"Arts, Design & Photography",better
1,4,S,History & Culture,non-better
-5,7,M,Fiction & Literature,non-better
-20,14,L,History & Culture,non-better
-7,5,L,"Health, Wellness & Lifestyle",better
-20,0,M,Business & Management,non-better
14,11,S,Fiction & Literature,better
7,11,S,Children & Young Adult,non-better
1,7,M,Educational & Academic,better
-8,9,L,"Health, Wellness & Lifestyle",non-better
-13,0,S,Science & Technology,non-better
-3,11,S,History & Culture,better
-5,2,M,Business & Management,non-better
-12,4,L,Children & Young Adult,better
-9,8,M,Business & Management,non-better
-1,5,S,"Health, Wellness & Lifestyle",non-better
-7,3,M,Children & Young Adult,non-better
-20,1,L,Others,non-better
7,3,M,Children & Young Adult,non-better
-13,10,S,Children & Young Adult,better
9,14,L,"Religion, Philosophy & Spirituality",non-better
16,13,S,Business & Management,better
12,3,L,"Arts, Design & Photography",better
-2,0,S,Educational & Academic,better
-1,13,S,"Arts, Design & Photography",non-better
-20,1,S,Educational & Academic,better
-2,14,M,"Health, Wellness & Lifestyle",non-better
14,1,L,"Health, Wellness & Lifestyle",non-better
14,4,L,"Health, Wellness & Lifestyle",better
11,3,M,Science & Technology,better
-15,4,L,Business & Management,better
20,8,S,History & Culture,non-better
-18,11,S,Fiction & Literature,better
-20,12,S,Science & Technology,better
-14,14,L,Others,non-better
-5,14,S,Fiction & Literature,better
-4,12,M,Science & Technology,non-better
5,10,S,Others,better
-9,0,M,Fiction & Literature,non-better
11,6,L,Children & Young Adult,better
15,6,L,Children & Young Adult,non-better
-19,6,M,"Arts, Design & Photography",non-better
-5,3,S,Science & Technology,better
8,13,L,Science & Technology,non-better
-2,4,S,"Health, Wellness & Lifestyle",better
20,3,L,Educational & Academic,better
-1,12,L,Business & Management,better
8,8,M,"Health, Wellness & Lifestyle",better
-3,3,L,Educational & Academic,better
20,3,M,Science & Technology,better
2,14,M,Others,better
-11,10,S,Business & Management,non-better
-7,13,L,Science & Technology,better
9,7,M,Others,non-better
-5,1,M,"Religion, Philosophy & Spirituality",non-better
-16,0,M,Business & Management,better
19,6,S,Educational & Academic,better
-5,3,L,Others,better
17,14,M,"Arts, Design & Photography",non-better
9,15,S,Educational & Academic,non-better
8,8,S,"Arts, Design & Photography",better
-1,15,L,Business & Management,better
18,14,L,Others,better
-4,10,M,"Health, Wellness & Lifestyle",better
20,15,M,History & Culture,non-better
-15,5,M,"Religion, Philosophy & Spirituality",better
1,3,L,"Arts, Design & Photography",better
-15,4,L,History & Culture,better
-5,12,S,Educational & Academic,better
-10,1,M,Business & Management,better
0,7,M,Fiction & Literature,non-better
-10,5,S,"Arts, Design & Photography",non-better
-19,1,L,Others,better
20,11,S,History & Culture,non-better
19,7,M,Others,non-better
-6,12,L,Children & Young Adult,better
-8,2,S,Science & Technology,non-better
-18,3,L,Fiction & Literature,non-better
-14,5,M,Others,non-better
-13,6,M,"Health, Wellness & Lifestyle",non-better
-15,7,S,Educational & Academic,better
-9,10,L,"Arts, Design & Photography",better
-9,11,M,"Health, Wellness & Lifestyle",better
-3,6,L,Science & Technology,non-better
-20,0,M,Business & Management,better
8,2,S,"Health, Wellness & Lifestyle",non-better
5,12,S,"Religion, Philosophy & Spirituality",better
-9,9,S,"Arts, Design & Photography",non-better
2,14,L,Children & Young Adult,better
-18,10,M,"Health, Wellness & Lifestyle",non-better
-2,4,L,Others,non-better
7,15,M,Children & Young Adult,non-better
14,12,S,History & Culture,better
12,12,S,Fiction & Literature,non-better
13,1,S,History & Culture,better
-7,4,L,History & Culture,non-better
-1,13,L,Educational & Academic,better
18,8,M,Science & Technology,non-better
-9,9,L,"Religion, Philosophy & Spirituality",non-better
-6,6,L,Science & Technology,better
-7,0,L,Science & Technology,better
6,10,M,"Religion, Philosophy & Spirituality",non-better
2,12,M,Fiction & Literature,better
-8,3,M,"Health, Wellness & Lifestyle",better
-20,1,L,Science & Technology,better
-5,10,S,History & Culture,non-better
-4,5,S,Fiction & Literature,non-better
-5,3,S,Educational & Academic,non-better
-1,10,S,Others,better
11,2,L,Children & Young Adult,better
13,9,M,"Arts, Design & Photography",better
5,3,S,"Religion, Philosophy & Spirituality",better
-5,9,S,Fiction & Literature,better
-6,7,L,History & Culture,better
-5,12,M,"Health, Wellness & Lifestyle",non-better
13,12,M,Educational & Academic,non-better
3,8,L,History & Culture,non-better
-15,5,S,Educational & Academic,better
-20,5,L,Science & Technology,non-better
-7,6,L,Educational & Academic,non-better
-5,5,L,Science & Technology,non-better
10,11,S,"Religion, Philosophy & Spirituality",better
16,15,L,Science & Technology,better
10,9,M,"Health, Wellness & Lifestyle",non-better
15,2,L,History & Culture,non-better
-13,7,M,"Arts, Design & Photography",non-better
-11,11,L,Business & Management,non-better
-13,15,L,Children & Young Adult,better
8,9,S,Science & Technology,non-better
-4,2,S,"Health, Wellness & Lifestyle",non-better
5,0,L,Business & Management,better
-17,5,S,Educational & Academic,better
-14,1,L,"Health, Wellness & Lifestyle",non-better
-10,10,L,"Religion, Philosophy & Spirituality",better
-10,5,M,"Religion, Philosophy & Spirituality",non-better
13,7,S,Educational & Academic,better
-19,11,L,Business & Management,non-better
-17,8,M,History & Culture,non-better
9,8,L,History & Culture,better
12,12,L,"Religion, Philosophy & Spirituality",non-better
16,5,L,"Arts, Design & Photography",non-better
-9,7,L,Science & Technology,non-better
-11,11,L,Science & Technology,better
5,5,S,"Religion, Philosophy & Spirituality",better
-7,15,L,History & Culture,better
2,7,S,Business & Management,better
-6,11,M,History & Culture,better
18,12,M,"Health, Wellness & Lifestyle",non-better
10,4,S,"Arts, Design & Photography",better
10,5,L,History & Culture,better
-20,13,S,"Religion, Philosophy & Spirituality",better
-17,13,L,Fiction & Literature,non-better
7,3,S,Educational & Academic,non-better
3,4,M,"Arts, Design & Photography",non-better
2,7,S,"Health, Wellness & Lifestyle",better
4,14,S,Others,better
-3,0,M,Educational & Academic,better
-5,15,M,Educational & Academic,better
7,4,L,Educational & Academic,better
8,11,L,Educational & Academic,non-better
-10,1,S,Others,better
-7,2,S,Others,better
0,14,M,Others,better
-18,4,S,"Religion, Philosophy & Spirituality",non-better
15,1,M,Educational & Academic,non-better
8,1,S,Children & Young Adult,non-better
-1,15,L,Educational & Academic,non-better
-10,6,L,Children & Young Adult,non-better
-18,1,S,"Health, Wellness & Lifestyle",better
-5,2,L,Educational & Academic,better
-14,13,S,"Arts, Design & Photography",non-better
9,4,S,Fiction & Literature,better
5,1,M,"Arts, Design & Photography",non-better
-11,14,L,Science & Technology,non-better
5,4,M,Others,non-better
-10,4,S,"Religion, Philosophy & Spirituality",non-better
0,12,L,"Religion, Philosophy & Spirituality",better
7,8,S,Educational & Academic,better
-19,14,S,History & Culture,better
15,4,S,"Religion, Philosophy & Spirituality",non-better
0,15,S,Science & Technology,non-better
17,4,L,"Arts, Design & Photography",better
10,14,S,Others,non-better
-8,5,S,"Arts, Design & Photography",better
-19,7,L,"Religion, Philosophy & Spirituality",non-better
8,10,L,Fiction & Literature,better
-6,7,S,Business & Management,better
-17,2,S,Business & Management,better
10,7,M,"Health, Wellness & Lifestyle",non-better
13,4,L,"Health, Wellness & Lifestyle",better
15,3,S,Fiction & Literature,non-better
-15,1,M,Science & Technology,non-better
14,4,M,"Health, Wellness & Lifestyle",non-better
11,7,L,Educational & Academic,better
-17,11,S,Children & Young Adult,better
18,14,L,Fiction & Literature,better
-12,8,S,Science & Technology,non-better
18,0,M,Science & Technology,non-better
-20,3,L,Educational & Academic,non-better
-18,4,M,Others,better
-18,4,M,Others,non-better
-10,6,L,"Arts, Design & Photography",better
-2,10,M,Children & Young Adult,non-better
7,1,L,Children & Young Adult,non-better
-8,8,S,Children & Young Adult,non-better
-3,13,S,Fiction & Literature,non-better
-12,3,M,Business & Management,better
-7,0,L,History & Culture,better
-12,4,S,Children & Young Adult,better
1,8,S,Others,better
-15,9,S,Business & Management,better
-13,9,L,Children & Young Adult,better
15,13,S,Children & Young Adult,non-better
-10,15,L,"Arts, Design & Photography",non-better
7,2,M,Science & Technology,better
7,0,M,Fiction & Literature,better
5,3,L,Fiction & Literature,better
11,15,L,"Health, Wellness & Lifestyle",non-better
4,15,S,Fiction & Literature,non-better
-13,13,M,Educational & Academic,better
-20,10,M,Science & Technology,better
-13,10,M,History & Culture,better
-1,4,M,Science & Technology,non-better
-1,12,M,Fiction & Literature,better
7,0,S,Business & Management,better
-2,15,L,"Religion, Philosophy & Spirituality",better
-1,8,M,Science & Technology,better
15,10,S,"Religion, Philosophy & Spirituality",non-better
-15,14,S,Science & Technology,non-better
-11,12,S,Educational & Academic,non-better
-3,5,L,Others,non-better
-16,12,S,"Health, Wellness & Lifestyle",better
-15,8,S,"Health, Wellness & Lifestyle",better
1,5,S,"Health, Wellness & Lifestyle",better
8,0,L,Science & Technology,non-better
-18,8,M,Educational & Academic,better
-10,10,S,Educational & Academic,non-better
-8,4,L,Business & Management,non-better
-20,15,M,"Arts, Design & Photography",non-better
-16,12,S,Educational & Academic,non-better
-6,10,M,"Arts, Design & Photography",better
-3,14,S,Fiction & Literature,better
-19,10,M,Fiction & Literature,non-better
0,3,L,History & Culture,better
-7,14,M,Children & Young Adult,better
13,12,L,Educational & Academic,better
19,13,S,Fiction & Literature,non-better
-14,3,L,"Health, Wellness & Lifestyle",better
-2,4,S,"Arts, Design & Photography",non-better
-17,13,S,Fiction & Literature,non-better
-10,9,S,Business & Management,non-better
-6,6,S,"Religion, Philosophy & Spirituality",non-better
16,0,L,"Religion, Philosophy & Spirituality",non-better
4,7,M,Fiction & Literature,non-better
2,14,L,History & Culture,better
15,6,M,Business & Management,non-better
7,4,S,Fiction & Literature,non-better
10,5,M,Business & Management,better
8,5,S,Business & Management,better
14,5,L,Children & Young Adult,non-better
0,0,M,"Arts, Design & Photography",non-better
-1,0,M,"Health, Wellness & Lifestyle",non-better
16,9,L,"Religion, Philosophy & Spirituality",non-better
-13,2,L,Fiction & Literature,non-better
9,0,S,Children & Young Adult,non-better
16,11,S,Children & Young Adult,better
-16,13,S,Educational & Academic,non-better
5,5,M,Science & Technology,non-better
5,14,L,"Health, Wellness & Lifestyle",non-better
6,4,S,Children & Young Adult,better
2,14,S,Children & Young Adult,non-better
-12,4,L,History & Culture,better
12,14,M,Children & Young Adult,non-better
9,1,S,"Arts, Design & Photography",better
-16,7,L,Business & Management,better
-10,11,S,Fiction & Literature,better
-9,4,L,"Religion, Philosophy & Spirituality",non-better
18,11,S,Educational & Academic,non-better
7,10,S,Educational & Academic,non-better
10,5,M,Science & Technology,non-better
13,2,L,"Religion, Philosophy & Spirituality",non-better
8,4,M,Others,better
8,3,S,History & Culture,better
0,15,L,Children & Young Adult,non-better
0,8,S,"Religion, Philosophy & Spirituality",non-better
8,7,M,Fiction & Literature,better
-14,4,S,Educational & Academic,better
-1,4,S,Business & Management,non-better
-6,4,S,Fiction & Literature,non-better
-17,7,L,"Religion, Philosophy & Spirituality",better
4,10,L,Business & Management,non-better
-18,8,L,Science & Technology,better
-16,8,S,Business & Management,non-better
12,1,S,"Health, Wellness & Lifestyle",better
-11,10,M,"Health, Wellness & Lifestyle",non-better
-15,5,L,History & Culture,better
-16,6,L,Educational & Academic,non-better
-4,10,S,Fiction & Literature,non-better
-5,11,M,Business & Management,non-better
8,0,S,Science & Technology,better
-19,2,M,"Health, Wellness & Lifestyle",non-better
-20,3,L,History & Culture,non-better
8,1,S,Children & Young Adult,non-better
-6,2,M,Children & Young Adult,better
-6,6,S,Fiction & Literature,better
20,0,S,Educational & Academic,non-better
-4,2,M,Science & Technology,non-better
-9,0,M,Science & Technology,better
6,9,L,Children & Young Adult,better
-10,1,M,Business & Management,non-better
7,7,M,"Religion, Philosophy & Spirituality",better
0,13,M,"Health, Wellness & Lifestyle",non-better
8,8,L,Educational & Academic,non-better
-1,0,L,"Health, Wellness & Lifestyle",non-better
18,3,M,Children & Young Adult,better
16,1,S,Science & Technology,better
3,6,L,Others,non-better
-12,4,M,History & Culture,non-better
16,1,L,Science & Technology,non-better
-15,5,S,Business & Management,better
-10,11,L,Children & Young Adult,better
-18,12,M,Educational & Academic,better
8,2,M,"Religion, Philosophy & Spirituality",non-better
5,11,S,"Arts, Design & Photography",non-better
